Energy (kcal),Protein (g),Carbohydrate (g),"Sugars, total (g)","Fiber, total dietary (g)",Total Fat (g),"Fatty acids, total saturated (g)","Fatty acids, total monounsaturated (g)","Fatty acids, total polyunsaturated (g)",Cholesterol (mg),Retinol (mcg),"Vitamin A, RAE (mcg_RAE)","Carotene, alpha (mcg)","Carotene, beta (mcg)","Cryptoxanthin, beta (mcg)",Lycopene (mcg),Lutein + zeaxanthin (mcg),Thiamin (mg),Riboflavin (mg),Niacin (mg),Vitamin B-6 (mg),Folic acid (mcg),"Folate, food (mcg)","Folate, DFE (mcg_DFE)","Folate, total (mcg)","Choline, total (mg)",Vitamin B-12 (mcg),"Vitamin B-12, added (mcg)",Vitamin C (mg),Vitamin D (D2 + D3) (mcg),Vitamin E (alpha-tocopherol) (mg),"Vitamin E, added (mg)",Vitamin K (phylloquinone) (mcg),Calcium (mg),Phosphorus (mg),Magnesium (mg),Iron (mg),Zinc (mg),Copper (mg),Selenium (mcg),Potassium (mg),Sodium (mg),Caffeine (mg),Theobromine (mg),Alcohol (g),4:0    (g),6:0    (g),8:0    (g),10:0    (g),12:0    (g),14:0    (g),16:0    (g),18:0    (g),16:1        (g),18:1    (g),20:1    (g),22:1    (g),18:2    (g),18:3    (g),18:4    (g),20:4    (g),20:5 n-3 (g),22:5 n-3 (g),22:6 n-3 (g),Water (g),Price
489,10.93,59.42,4.53,2.3,22.74,5.2879999999999985,5.744,10.09,3,11,17,0,63,17,0,34,0.562,0.338,6.113,0.17,127,25,241,152,8.7,0.34,0.0,0.0,0.0,2.19,0.0,9.4,136,200,25,4.88,1.19,0.125,13.5,156,973,0,0,0.0,0.02,0.013,0.01,0.023,0.031,0.126,3.469,1.406,0.036000000000000004,5.688,0.0,0.006999999999999999,9.358,0.716,0.0,0.003,0.001,0.001,0.0,3.55,0.8113020000000001
392,7.1,81.1,0.88,4.2,4.3,0.875,1.582,1.52,0,0,0,0,0,0,0,0,0.06,0.16,7.81,0.15,0,21,21,21,18.9,0.0,0.0,0.0,0.0,1.24,0.0,1.9,11,360,131,1.49,3.0,0.445,24.6,428,71,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.015,0.737,0.077,0.015,1.5659999999999998,0.0,0.0,1.49,0.015,0.0,0.0,0.0,0.0,0.0,5.8,1.6343620000000003
416,10.0,82.64,0.0,0.0,5.0,0.0,3.0210000000000004,1.641,0,0,0,0,0,0,0,0,0.436,0.101,5.537000000000001,0.5539999999999999,0,22,22,22,33.4,0.0,0.0,0.0,0.0,1.26,0.0,2.1,0,362,156,0.0,2.2,0.301,25.5,243,233,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015,3.0,0.006,0.0,1.582,0.059,0.0,0.0,0.0,0.0,0.0,0.11,2.29281
429,10.78,77.41,0.37,0.8,8.85,0.34600000000000003,5.404,2.595,0,0,0,0,0,0,0,0,0.406,0.184,5.357,0.519,0,24,24,24,34.6,0.0,0.0,0.0,0.0,3.01,0.0,2.2,21,368,164,0.29,2.27,0.36,23.5,278,360,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.28,0.061,0.034,5.358,0.006999999999999999,0.0,2.528,0.067,0.0,0.0,0.0,0.0,0.0,0.29,2.245778
384,9.7,80.1,0.72,2.9,3.1,0.48,0.92,1.35,0,0,4,21,33,0,0,537,0.075,0.17800000000000002,6.006,0.181,0,18,18,18,22.4,0.0,0.0,0.0,0.0,0.29,0.0,1.1,9,277,159,1.87,3.99,0.569,9.9,327,288,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42,0.05,0.01,0.91,0.0,0.0,1.31,0.04,0.0,0.0,0.0,0.0,0.0,5.0,1.222832
329,5.07,72.54,0.27,2.1,1.21,0.328,0.376,0.322,0,0,0,0,0,0,0,0,0.118,0.018000000000000002,2.202,0.371,0,4,4,4,5.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0,10,84,30,0.38,0.69,0.113,12.9,65,310,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.006999999999999999,0.294,0.022,0.004,0.371,0.0,0.0,0.266,0.057,0.0,0.0,0.0,0.0,0.0,19.85,0.30570800000000004
494,11.47,58.38,10.5,2.3,24.54,4.803,13.468,4.551,0,1,1,0,0,0,0,10,0.489,0.271,6.114,0.14800000000000002,52,34,122,86,24.7,0.01,0.0,0.0,0.0,2.06,0.0,9.5,81,274,55,2.77,1.13,0.324,10.8,215,801,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.008,1.222,0.0,13.255999999999998,0.212,0.0,4.551,0.0,0.0,0.0,0.0,0.0,0.0,2.93,0.787786
441,8.94,70.14,8.34,8.6,15.26,2.636,3.359,7.709,0,0,0,0,2,0,0,180,0.233,0.083,4.3260000000000005,0.214,1,32,34,33,27.2,0.0,0.0,0.0,0.0,1.48,0.0,20.7,64,316,91,2.99,2.13,0.34700000000000003,10.0,314,702,0,0,0.0,0.0,0.002,0.029,0.024,0.174,0.08,1.586,0.62,0.012,3.299,0.038,0.002,6.785,0.915,0.0,0.003,0.0,0.0,0.0,2.84,1.3639279999999998
446,8.5,71.86,0.61,6.9,15.64,2.43,9.46,3.05,0,0,0,0,0,0,0,0,0.041,0.13,1.694,0.229,0,0,0,0,20.6,0.0,0.0,0.0,0.0,1.98,0.0,9.3,9,275,113,1.67,1.78,0.115,14.8,278,564,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,1.025,1.064,0.0,7.49,0.0,0.0,3.009,0.058,0.0,0.0,0.0,0.0,0.0,1.3,0.952398
519,7.36,60.81,2.59,5.1,27.42,3.876,9.089,12.257,0,0,6,8,35,55,33,769,0.153,0.136,1.29,0.22,0,13,13,13,22.5,0.0,0.0,0.4,0.0,6.24,0.0,1.3,137,252,75,1.16,1.38,0.102,7.4,223,691,0,0,0.0,0.023,0.016,0.018000000000000002,0.028,0.035,0.106,2.86,0.563,0.046,8.854,0.119,0.003,11.967,0.272,0.0,0.006,0.0,0.0,0.0,1.66,1.2110740000000002
470,7.06,67.44,0.78,5.4,20.58,2.797,5.636,10.715,0,0,0,0,2,2,0,5,0.139,0.07,0.8340000000000001,0.17800000000000002,0,12,12,12,19.3,0.0,0.0,0.0,0.0,3.51,0.0,20.8,106,224,84,1.51,1.37,0.097,4.4,181,519,0,0,0.0,0.0,0.0,0.008,0.01,0.003,0.015,2.234,0.374,0.023,5.532,0.071,0.002,10.47,0.23,0.002,0.005,0.0,0.0,0.0,2.63,1.081736
457,11.79,68.26,4.76,3.8,15.2,1.342,10.842,2.13,0,0,0,0,0,0,0,15,0.56,0.307,7.0429999999999975,0.109,114,22,215,135,9.1,0.0,0.0,0.0,0.0,6.93,0.0,1.2,17,124,37,4.59,0.96,0.141,33.1,129,854,0,0,0.0,0.003,0.0,0.001,0.002,0.0,0.006999999999999999,0.6759999999999999,0.448,0.017,10.768,0.049,0.003,2.024,0.099,0.0,0.002,0.001,0.0,0.0,2.0,1.3992019999999998
538,8.69,55.99,0.3,10.1,31.07,14.785,11.390999999999998,3.759,0,0,9,5,53,100,0,1070,0.042,0.06,1.5219999999999998,0.295,0,15,15,15,15.4,0.0,0.0,0.0,0.0,2.87,0.0,4.2,23,258,105,2.0,2.25,0.201,7.1,431,763,0,0,0.0,0.003,0.001,0.015,0.033,0.068,0.304,12.82,1.342,0.043,10.489,0.053,0.0,3.664,0.086,0.0,0.005,0.0,0.0,0.0,1.04,0.5055940000000001
426,7.14,59.09,21.43,5.6,17.86,5.357,7.997000000000001,3.971,2,0,0,0,0,0,0,116,0.264,0.091,2.631,0.21600000000000005,0,23,23,23,17.6,0.02,0.0,0.0,0.0,3.28,0.0,12.8,20,191,72,1.91,1.38,0.221,33.1,193,571,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.001,3.435,1.32,0.027000000000000003,7.802,0.168,0.0,2.802,1.167,0.0,0.0,0.001,0.0,0.001,13.6,1.84747575
388,9.92,79.44,2.18,3.4,3.88,0.522,1.132,1.683,0,0,0,0,0,0,0,9,0.419,0.328,5.207999999999998,0.073,142,37,278,179,29.2,0.0,0.0,2.1,0.0,0.58,0.0,3.9,27,126,29,4.53,1.03,0.154,4.3,220,1302,0,0,0.0,0.0,0.0,0.0,0.002,0.001,0.001,0.413,0.081,0.006,1.104,0.02,0.001,1.569,0.113,0.0,0.0,0.0,0.0,0.0,3.09,0.7877860000000001
297,4.03,57.27,3.77,4.0,5.74,1.7919999999999998,2.148,0.556,0,0,0,0,0,0,0,0,0.249,0.329,1.885,0.065,0,24,24,24,9.2,0.0,0.0,0.1,0.0,0.76,0.0,0.4,90,40,10,1.87,0.34,0.067,1.0,73,839,0,0,0.0,0.0,0.0,0.012,0.012,0.013,0.048,1.49,0.197,0.015,1.656,0.006999999999999999,0.0,0.5379999999999999,0.015,0.0,0.001,0.002,0.0,0.0,30.36,1.787216
451,12.34,66.36,6.02,4.1,15.14,6.835,6.05,2.085,0,0,0,0,0,0,0,14,0.523,0.337,7.66,0.117,112,30,220,142,17.8,0.0,0.0,0.0,0.0,0.81,0.0,5.2,24,131,39,5.05,1.0,0.16699999999999998,36.2,140,233,0,0,0.0,0.003,0.0,0.006,0.006999999999999999,0.062,0.161,5.882999999999999,0.613,0.031,5.975,0.034,0.002,2.015,0.059,0.0,0.004,0.003,0.0,0.0,5.05,1.9283119999999998
491,7.95,67.26,7.2,8.8,21.11,2.166,11.501,6.513,0,0,3,19,29,0,0,441,0.14,0.02,2.1,0.2,8,17,31,25,14.8,0.0,0.0,0.0,0.0,7.04,0.0,2.4,20,222,76,1.74,1.65,0.227,12.2,232,423,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.265,0.687,0.0,11.447,0.054000000000000006,0.0,6.42,0.093,0.0,0.0,0.0,0.0,0.0,2.04,1.70491
230,5.85,30.62,7.79,2.4,9.39,2.419,3.385,2.983,47,54,55,0,16,1,0,92,0.175,0.231,1.204,0.13,27,9,55,36,35.8,0.26,0.0,0.6,0.7,1.21,0.0,11.8,160,253,16,1.2,0.59,0.057,8.6,143,507,0,0,0.0,0.066,0.044,0.03,0.054000000000000006,0.057,0.17600000000000002,1.39,0.5329999999999999,0.06,3.289,0.028,0.0,2.5980000000000003,0.35100000000000003,0.0,0.021,0.0,0.001,0.006,51.94,0.7642700000000001
338,7.67,41.17,16.21,2.4,15.77,6.26,5.027,3.387,54,69,70,0,10,1,0,83,0.202,0.297,1.234,0.13,29,10,60,40,46.1,0.43,0.0,0.0,0.8,1.26,0.0,9.2,207,309,29,1.7,1.07,0.15,10.1,213,557,4,41,0.0,0.142,0.067,0.055,0.107,0.111,0.424,3.138,2.128,0.145,4.704,0.03,0.0,2.975,0.368,0.0,0.022,0.0,0.001,0.006999999999999999,32.74,0.6114160000000001
267,8.0,31.73,5.66,3.5,12.66,3.274,4.573,3.98,62,72,73,0,13,1,0,130,0.201,0.249,1.561,0.246,5,18,27,23,53.2,0.35,0.0,0.0,1.0,1.48,0.0,10.9,265,449,85,2.21,1.45,0.187,11.5,223,342,0,0,0.0,0.08800000000000001,0.058,0.045,0.07400000000000001,0.076,0.238,1.895,0.71,0.084,4.44,0.037000000000000005,0.001,3.497,0.436,0.0,0.028,0.0,0.001,0.008,44.59,1.810732
271,7.85,32.87,7.01,3.2,12.1,3.095,4.359,3.678,62,72,73,0,13,1,0,113,0.153,0.486,2.955,0.128,17,15,43,32,49.8,0.35,0.0,0.0,1.0,1.39,0.0,10.1,135,399,42,3.18,1.08,0.134,13.9,245,729,0,0,0.0,0.08800000000000001,0.058,0.04,0.07200000000000001,0.075,0.234,1.747,0.698,0.079,4.2330000000000005,0.037000000000000005,0.0,3.21,0.422,0.0,0.027000000000000003,0.0,0.001,0.008,45.16,0.6172949999999999
215,3.31,40.32,4.06,1.5,4.55,0.48,2.376,1.241,12,0,0,0,1,0,0,37,0.056,0.04,1.55,0.075,0,8,8,8,14.7,2.83,2.72,0.3,0.0,0.42,0.0,4.3,39,306,34,0.7,0.55,0.109,0.4,127,331,0,0,0.0,0.0,0.005,0.0,0.012,0.0,0.01,0.317,0.085,0.009000000000000001,2.301,0.054000000000000006,0.001,0.942,0.29100000000000004,0.0,0.002,0.003,0.0,0.0,50.24,1.6108460000000002
304,6.93,36.24,9.22,2.8,14.74,3.359,5.526,5.026,55,64,65,0,19,1,0,109,0.207,0.273,1.425,0.154,32,10,65,43,42.4,0.31,0.0,0.7,0.9,1.86,0.0,18.3,190,300,19,1.42,0.69,0.067,10.2,169,600,0,0,0.0,0.078,0.052000000000000005,0.036000000000000004,0.064,0.067,0.209,2.0,0.747,0.085,5.384,0.047,0.0,4.386,0.599,0.0,0.024,0.0,0.001,0.008,39.49,0.7642700000000001
433,9.06,48.63,19.15,2.9,22.5,7.925,7.562,5.598,64,82,83,0,12,1,0,98,0.239,0.35,1.457,0.154,34,12,71,47,54.4,0.51,0.0,0.0,0.9,1.94,0.0,15.4,245,365,34,2.01,1.26,0.177,11.9,252,659,5,48,0.0,0.168,0.079,0.064,0.126,0.132,0.501,4.086,2.638,0.185,7.15,0.051,0.0,4.914,0.631,0.0,0.026,0.0,0.001,0.008,16.66,0.4585620000000001
368,8.68,41.66,8.41,2.7,18.55,4.265,7.0139999999999985,6.3,70,81,82,0,15,2,0,116,0.254,0.335,1.6369999999999998,0.174,41,12,82,53,52.1,0.4,0.0,0.1,1.1,2.18,0.0,16.9,242,378,23,1.77,0.86,0.075,13.0,197,764,0,0,0.0,0.1,0.066,0.046,0.081,0.086,0.266,2.5380000000000003,0.949,0.107,6.8329999999999975,0.061,0.0,5.528,0.72,0.0,0.031,0.0,0.001,0.01,27.85,0.7289960000000001
360,9.21,38.58,8.23,3.8,18.98,4.287,7.12,6.287000000000001,73,84,85,0,15,2,0,132,0.18,0.5710000000000001,3.468,0.15,20,18,51,37,58.5,0.41,0.0,0.0,1.2,2.19,0.0,17.5,159,468,49,3.74,1.27,0.157,16.3,287,855,0,0,0.0,0.103,0.068,0.047,0.084,0.08800000000000001,0.274,2.517,0.972,0.11,6.934,0.063,0.0,5.495,0.737,0.0,0.032,0.0,0.001,0.01,30.85,1.2581060000000002
263,2.72,43.05,1.73,1.4,8.84,0.7809999999999999,4.456,2.375,0,0,0,0,1,1,0,42,0.064,0.04,1.803,0.067,0,7,7,7,15.5,2.68,2.46,0.0,0.0,0.96,0.0,6.9,40,359,31,0.63,0.5,0.08900000000000001,0.4,124,505,0,0,0.0,0.0,0.004,0.0,0.013,0.0,0.013,0.503,0.17,0.014,4.334,0.09,0.002,1.594,0.77,0.0,0.002,0.003,0.0,0.0,43.37,1.4462339999999998
269,11.43,30.3,10.09,2.7,11.26,3.268,3.743,3.157,160,95,95,0,11,4,0,240,0.17800000000000002,0.314,2.487,0.196,6,40,50,46,111.2,0.36,0.0,0.1,1.0,1.25,0.0,7.7,120,179,34,2.31,1.28,0.128,27.1,172,317,0,0,0.0,0.066,0.041,0.028,0.056,0.059,0.174,1.962,0.813,0.122,3.575,0.034,0.0,2.741,0.284,0.0,0.079,0.001,0.003,0.024,45.29,0.6937220000000002
137,4.51,25.01,0.4,1.2,2.06,0.417,0.578,0.5489999999999999,29,6,6,0,1,0,0,38,0.287,0.135,2.065,0.046,77,7,137,83,25.5,0.09,0.0,0.0,0.1,0.17,0.0,0.0,12,76,21,1.46,0.65,0.098,23.8,38,236,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.005,0.339,0.073,0.045,0.534,0.0,0.0,0.519,0.028,0.0,0.001,0.0,0.0,0.0,67.33,0.599658
148,5.96,29.91,0.75,3.9,1.7,0.242,0.175,0.5710000000000001,0,0,0,0,2,0,0,93,0.147,0.098,3.109,0.093,0,20,20,20,6.5,0.0,0.0,0.0,0.0,0.23,0.0,0.6,13,126,54,1.71,1.33,0.224,36.1,96,211,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.004,0.206,0.021,0.002,0.16699999999999998,0.006,0.0,0.535,0.036000000000000004,0.0,0.0,0.0,0.0,0.0,61.47,1.123623875
521,10.33,51.9,0.25,1.9,31.72,4.931,7.617000000000001,16.949,0,0,0,0,1,0,0,54,0.195,0.112,2.52,0.027000000000000003,0,17,17,17,8.1,0.0,0.0,0.0,0.0,3.29,0.0,6.3,21,87,21,1.76,0.63,0.122,32.1,89,378,0,0,0.0,0.0,0.0,0.0,0.0,0.001,0.027000000000000003,3.33,1.3,0.05,7.303,0.236,0.001,14.908,2.018,0.0,0.004,0.0,0.004,0.0,4.93,1.328654
157,5.76,30.68,0.56,1.8,0.92,0.175,0.13,0.324,0,0,0,0,0,0,0,7,0.272,0.135,1.679,0.049,66,7,118,73,6.4,0.0,0.0,0.0,0.0,0.06,0.0,0.0,7,58,18,1.27,0.51,0.1,26.2,44,232,0,0,0.0,0.0,0.0,0.0,0.0,0.006,0.006,0.14800000000000002,0.014,0.0,0.13,0.0,0.0,0.293,0.024,0.0,0.0,0.0,0.0,0.0,61.76,0.540868
148,5.95,29.89,0.75,3.9,1.7,0.242,0.175,0.5710000000000001,0,0,0,0,2,0,0,93,0.155,0.098,3.107,0.092,0,21,21,21,6.5,0.0,0.0,0.0,0.0,0.23,0.0,0.6,13,126,54,1.71,1.33,0.224,36.1,95,235,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.004,0.206,0.021,0.002,0.16699999999999998,0.006,0.0,0.535,0.036000000000000004,0.0,0.0,0.0,0.0,0.0,61.43,0.858334
259,13.14,74.24,15.69,29.3,4.9,1.1,0.89,2.0,0,522,522,0,4,0,0,192,2.27,2.71,14.8,12.0,1269,41,2198,1310,49.4,18.8,18.8,20.0,4.3,1.19,0.0,5.2,389,1150,362,17.6,12.4,1.04,9.4,1020,258,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.014,0.069,0.0,0.85,0.04,0.0,1.858,0.142,0.0,0.0,0.0,0.0,0.0,2.12,0.7760279999999999
386,8.3,79.9,34.2,7.3,6.09,1.1,2.79,1.89,0,498,498,0,3,2,0,104,1.29,1.39,16.7,1.66,648,19,1120,667,17.7,5.0,5.0,20.0,3.3,0.68,0.0,3.1,333,267,80,15.0,12.5,0.251,18.8,248,390,0,0,0.0,0.0,0.0,0.0,0.0,0.016,0.008,0.878,0.105,0.012,2.748,0.03,0.0,1.655,0.235,0.0,0.0,0.0,0.0,0.0,2.29,1.0582200000000002
375,5.1,88.2,43.7,9.3,3.4,1.9,0.6,0.9,0,526,527,10,15,0,0,276,1.34,1.52,17.9,1.79,338,19,594,357,7.5,5.4,5.4,54.0,3.6,0.12,0.0,0.4,12,70,29,16.1,5.4,0.098,5.6,112,466,0,0,0.0,0.0,0.012,0.146,0.117,0.871,0.328,0.338,0.069,0.002,0.5760000000000001,0.0,0.0,0.843,0.029,0.0,0.0,0.0,0.0,0.0,2.5,1.222832
358,6.69,79.09,22.5,9.1,4.0,1.29,1.2,1.1,0,263,265,7,15,2,0,280,0.69,0.8,9.1,0.9,163,19,296,182,19.1,2.7,2.7,0.3,1.8,1.66,0.0,1.7,455,182,58,8.19,6.8,0.33,17.0,318,506,0,0,0.0,0.0,0.0,0.0,0.0,0.001,0.004,1.123,0.14800000000000002,0.011,1.185,0.003,0.0,1.062,0.038,0.0,0.0,0.0,0.0,0.0,6.25,0.8113020000000001
257,8.9,81.0,26.7,42.5,2.5,0.5,0.5,1.5,0,500,500,0,0,0,0,109,1.25,1.42,16.7,6.67,1292,41,2237,1333,35.6,20.0,20.0,20.0,3.3,0.0,0.0,0.9,63,500,200,15.0,5.0,0.5,28.9,811,685,0,0,0.0,0.0,0.0,0.0,0.0,0.001,0.005,0.433,0.028,0.011,0.469,0.0,0.0,1.365,0.111,0.0,0.003,0.0,0.0,0.0,3.0,0.7760279999999999
398,4.39,85.51,44.32,2.5,5.12,3.346,0.639,0.747,0,0,7,44,67,0,0,645,1.614,1.822,21.465,2.138,1536,19,2630,1555,8.6,0.0,0.0,0.0,0.0,0.62,0.0,0.6,11,167,55,19.42,16.16,0.111,6.5,186,754,0,0,0.0,0.0,0.021,0.257,0.205,1.533,0.578,0.603,0.125,0.003,0.636,0.0,0.0,0.721,0.026,0.0,0.0,0.0,0.0,0.0,2.5,0.728996
397,4.45,85.93,44.2,2.6,4.83,3.08,0.63,0.75,0,0,7,0,89,0,0,538,1.6,1.8,20.75,2.14,1611,19,2757,1630,8.6,0.0,0.0,0.1,0.0,0.63,0.0,0.6,11,168,55,19.8,15.56,0.119,10.4,187,725,0,0,0.0,0.0,0.018000000000000002,0.228,0.182,1.36,0.513,0.63,0.121,0.003,0.627,0.0,0.0,0.723,0.027000000000000003,0.0,0.0,0.0,0.0,0.0,2.5,0.8465759999999999
417,7.1,78.65,33.36,2.7,9.23,3.92,2.641,2.148,0,0,8,44,68,0,0,850,1.53,1.732,20.36,2.0380000000000003,1535,19,2629,1554,14.7,0.0,0.0,0.0,0.0,0.61,0.0,0.2,9,194,69,18.36,15.29,0.111,7.5,236,742,0,0,0.0,0.0,0.016,0.199,0.159,1.202,0.477,1.1740000000000002,0.345,0.001,2.583,0.056,0.001,2.126,0.022,0.0,0.0,0.0,0.0,0.0,2.5,0.7525119999999998
376,12.09,73.23,4.36,9.4,6.73,1.5,2.376,2.432,0,990,990,0,0,0,0,149,1.327,0.1,20.967,2.39,695,19,1201,714,26.2,6.77,6.77,21.6,3.4,0.65,0.0,1.8,401,481,114,33.17,16.73,0.385,24.9,641,497,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.018000000000000002,1.317,0.13,0.011,2.317,0.045,0.002,2.356,0.068,0.0,0.0,0.0,0.0,0.0,5.13,1.022946
412,4.8,81.09,26.2,2.0,8.39,1.6,5.0,1.6,0,429,429,0,0,0,0,1,1.1,1.2,14.3,1.42,639,4,1090,643,12.9,4.3,4.3,17.1,2.9,1.69,0.0,4.9,286,143,29,25.7,10.69,0.25,13.8,186,629,1,42,0.0,0.0,0.0,0.0,0.0,0.001,0.024,1.144,0.328,0.021,4.901,0.078,0.0,1.253,0.34700000000000003,0.0,0.0,0.0,0.0,0.0,2.19,0.9641559999999999
403,5.0,82.4,26.1,2.4,6.59,0.6,4.3,1.2,0,749,749,0,1,2,0,3,1.29,1.39,16.7,1.66,663,4,1131,667,12.4,5.0,5.0,20.0,3.3,1.51,0.0,5.3,333,67,27,27.0,12.5,0.211,13.8,126,605,0,0,0.0,0.0,0.0,0.0,0.0,0.001,0.003,0.396,0.136,0.016,4.2,0.084,0.0,0.8490000000000001,0.35,0.0,0.0,0.0,0.0,0.0,2.31,0.6584479999999999
380,5.8,83.5,34.09,6.2,5.09,1.0,1.6,2.2,0,529,533,27,41,0,0,617,1.39,1.6,18.5,1.85,722,19,1246,741,17.4,5.59,5.6,55.6,3.7,0.59,0.0,1.8,370,222,59,16.7,13.89,0.245,13.2,282,556,1,47,0.0,0.0,0.0,0.0,0.0,0.005,0.003,0.728,0.205,0.006,1.5759999999999998,0.018000000000000002,0.0,1.943,0.257,0.0,0.0,0.0,0.0,0.0,2.2,1.034704
405,3.34,87.2,43.7,3.8,3.5,0.961,2.079,0.231,0,1324,1324,0,0,0,0,0,1.3230000000000002,1.499,17.637,1.764,334,19,587,353,4.5,5.29,5.29,52.9,0.0,0.11,0.0,0.6,70,141,36,15.87,0.56,0.24,6.5,176,534,4,136,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.494,0.458,0.001,2.079,0.0,0.0,0.225,0.008,0.0,0.0,0.0,0.0,0.0,3.42,0.5291100000000001
381,5.59,84.4,36.79,5.3,4.4,0.6,2.1,1.6,0,499,505,36,55,0,0,754,1.29,1.5,17.89,1.78,338,19,594,357,12.6,5.4,5.4,21.4,3.6,0.57,0.0,1.5,357,214,57,16.1,13.39,0.212,9.9,249,539,4,37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.419,0.15,0.006999999999999999,2.066,0.027000000000000003,0.0,1.4,0.2,0.0,0.0,0.0,0.0,0.0,2.29,0.8465759999999999
410,5.45,77.99,30.3,6.8,10.25,0.975,4.92,2.11,0,918,918,0,4,2,0,85,2.467,2.067,24.533,2.7,349,19,613,368,13.1,6.65,6.65,19.4,5.3,2.14,0.0,9.4,444,199,54,20.48,18.12,0.192,4.7,201,567,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.014,0.66,0.201,0.018000000000000002,4.793,0.092,0.005,1.933,0.173,0.0,0.0,0.0,0.0,0.0,3.24,0.787786
374,7.7,85.2,24.8,6.3,2.0,0.5,0.2,0.4,0,0,0,0,0,0,0,109,0.7,0.7,8.8,0.877,156,19,285,175,19.4,2.6,2.6,10.5,0.0,0.39,0.0,1.1,34,140,42,7.9,6.6,0.263,33.7,184,515,0,0,0.0,0.0,0.0,0.0,0.0,0.004,0.003,0.453,0.025,0.001,0.197,0.002,0.0,0.376,0.024,0.0,0.0,0.0,0.0,0.0,2.35,0.6702060000000002
389,4.6,87.9,38.6,1.4,2.7,2.1,0.3,0.1,0,1210,1210,0,0,0,0,0,1.21,1.37,16.1,1.61,319,4,546,323,8.7,4.8,4.8,48.0,4.8,10.8,10.6,0.1,127,102,38,14.5,5.0,0.332,16.1,197,424,5,41,0.0,0.0,0.0,0.116,0.084,0.623,0.264,0.517,0.486,0.0,0.3,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,2.81,1.140526
383,5.6,83.7,37.2,5.7,5.2,1.0,1.7,2.1,0,521,527,34,52,0,0,735,1.4,1.6,18.5,1.852,351,19,616,370,12.2,5.6,5.6,22.2,3.7,0.7,0.0,2.1,370,222,59,16.7,13.9,0.14800000000000002,6.5,272,564,6,53,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.664,0.28,0.005,1.67,0.025,0.0,1.781,0.319,0.0,0.0,0.0,0.0,0.0,1.8,0.8230599999999999
380,5.2,84.5,34.8,5.1,4.4,0.8,1.4,1.7,0,539,546,37,57,0,0,803,1.4,1.6,19.2,1.923,366,19,641,385,12.8,5.8,5.8,23.1,3.8,0.57,0.0,1.5,385,154,31,17.3,14.4,0.213,7.3,231,457,4,36,0.0,0.0,0.0,0.0,0.0,0.0,0.001,0.56,0.198,0.004,1.378,0.018000000000000002,0.0,1.492,0.208,0.0,0.0,0.0,0.0,0.0,2.3,0.8936080000000001
331,6.37,83.68,20.66,15.3,4.06,2.03,0.7759999999999999,1.23,0,0,8,46,70,0,0,1060,0.506,1.73,20.389,2.0380000000000003,1535,19,2629,1554,9.5,0.0,0.0,0.0,0.0,0.67,0.0,0.3,71,186,61,30.98,15.3,0.117,11.1,239,759,0,0,0.0,0.0,0.013,0.16,0.128,0.951,0.359,0.33,0.081,0.004,0.772,0.0,0.001,1.195,0.035,0.0,0.0,0.0,0.0,0.0,2.5,0.8465760000000001
370,6.4,85.0,11.1,4.7,2.4,0.4,0.6,1.29,0,431,440,52,79,0,0,1223,1.2,1.39,16.1,1.61,626,19,1083,645,12.9,4.8,4.8,19.4,3.2,0.25,0.0,0.1,323,129,26,26.1,12.1,0.14300000000000002,12.0,197,719,0,0,0.0,0.0,0.0,0.0,0.0,0.001,0.001,0.335,0.052000000000000005,0.003,0.597,0.0,0.001,1.254,0.036000000000000004,0.0,0.0,0.0,0.0,0.0,2.5,0.728996
357,7.5,84.1,9.5,3.3,0.4,0.116,0.067,0.196,0,481,490,54,83,0,0,339,1.34,1.52,17.9,1.79,323,34,583,357,8.7,5.0,5.0,21.0,3.6,0.12,0.0,0.0,5,102,39,28.9,1.0,0.198,8.3,168,729,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.104,0.012,0.0,0.067,0.0,0.0,0.184,0.012,0.0,0.0,0.0,0.0,0.0,3.76,0.6937220000000001
